country_KR,city_EN,city_KR
코트디부아르,Ouango Fitini,오앙고 피티니
코모로,Anjouan,앙주앙
모로코,Ouarzazate,와르자자트
라오스,Muang Xay,므앙싸이
알제리,Hassi Messaoud,하시메사우드
핀란드,Oulu,오울루
세네갈,Matam,마탐
영국,Out Skerries,아우트 스케리스
뉴칼레도니아,Ouvea,우베아
미국,Ouzinkie,우진키
케이멘제도,Grand Cayman,그랜드 케이맨
미국,Owensboro,오언즈버러
영국,Oxford,옥스퍼드
캐나다,Oxford House,옥스퍼드 하우스
가봉,Oyem,오옘
콩고,Oyo,오요
인도,Nashik,나시크
러시아,Ozernaya,오제르나야
바누아투,Paama,파아마
그린란드,Paamiut,파미우트
독일,Paderborn,파더보른
페루,Puerto Maldonado,푸에르토 말도나도
필리핀,Pagadian,파가디안
미국,Fort Myers,포트 마이어스
미국,Page,페이지
아메리칸 사모아,Pago Pago,파고파고
태국,Pai,빠이
미국,Everett,에버렛
미국,Alaska,알래스카
스웨덴,Pajala,파얄라
아르헨티나,Cordoba,코르도바
미얀마,Pakokku,파코쿠
라오스,Pakse,팍세
우간다,Pakuba,파쿠바
인도,Gangtok,강토크
러시아,Palana,팔라나
필리핀,Palanan,팔라난
리투아니아,Palanga,팔랑가
스리랑카,Palavi Palaviya,팔라비 팔라비야
멕시코,Palenque,팔렝케
미국,West Palm Beach,웨스트 팜 비치
오스트레일리아,Palm Island,팜 섬
미국,Palm Springs,팜 스프링스
모잠비크,Palma,팔마
스페인,Palma de Mallorca,팔마데마요르카
스페인,Palma de Mallorca,팔마데마요르카
코스타리카,Palmar Sur,팔마르 수르
브라질,Palmas,팔마스
뉴질랜드,Palmerston North,팔머스턴 노스
미국,Palo Alto,팔로 알토
수단,Higlieg,히글리에그
콜롬비아,Bucaramanga,부카라망가
인도네시아,Palopo,팔로포
칠레,Cameron,카메론
스페인,Pamplona,팜플로나
파나마,Panama Pacifico,파나마 파시피코
미국,Wenatchee,웨내치
말레이시아,Pangkor Island,팡코르 섬
캐나다,Pangnirtung,팡니르퉁
인도네시아,Putussibau,푸투시바우
칠레,Talca,탈카
인도네시아,Panjang Island,판장 섬
파키스탄,Panjgur,판지구르
이탈리아,Pantelleria,판텔레리아
인도,Pantnagar,판트나가르
중국,Panzhihua,판즈화
영국,Papa Stour,파파 스투어
영국,Papa Westray,파파 웨스트레이
키프러스,Paphos,파포스
오스트레일리아,Paraburdoo,파라버두
베냉,Parakou,파라쿠
베네수엘라,San Cristobal,산 크리스토발
솔로몬 제도,Parasi,파라시
체코,Pardubice,파르두비체
프랑스,Paris,파리
오스트레일리아,Parkes,파크스
이탈리아,Parma,파르마
브라질,ParnaIba,파르나이바
에스토니아,PArnu,패르누
부탄,Paro,파로
그리스,Paros,파로스
이란,Parsabad,파르사바드
인도,Pasighat,파시가트
파키스탄,Pasni,파스니
인도,Pathankot,파탄코트
미얀마,Pathein,파테인
브라질,Patos,파투스
브라질,Patos de Minas,파투스 지 미나스
브라질,Patrocinio,파트루시니우
인도네시아,Ambon,암본
프랑스,Pau,포
브라질,Paulo Afonso,파울루 아폰수
카자흐스탄,Pavlodar,파블로다르
이란,Karaj,카라지
스위스,Payerne,파예른
프랑스,Ancenis,앙세니
캐나다,Peace River,피스 리버
캐나다,Peawanuck,피아와넉
러시아,Pechora,페초라
헝가리,Pecs Pogany,페치 포가니
파나마,PedasI,페다시
미국,Pedro Bay,페드로 베이
미국,Pelican,펠리컨
미국,Pellston,펠스턴
탄자니아,Pemba Island,펨바 섬
모잠비크,Pemba,펨바
미국,Pembina,펨비나
영국,Pembrey,펨브리
인도네시아,Penajam,페나잠
말레이시아,Penang,페낭
미국,Pensacola,펜서콜라
캐나다,Penticton,펜틱턴
러시아,Penza,펜자
콜롬비아,Ibague,이바게
프랑스,Perigueux,페리괴
아르헨티나,Perito Moreno,페리토 모레노
러시아,Perm,페름
프랑스,Perpignan,페르피냥
미국,Perryville,페리빌
이란,Asaloyeh,아살루예
오스트레일리아,Perth,퍼스
잠비아,Ndola,은돌라
캐나다,Peterborough,피터버러
미국,Petersburg,피터스버그
카자흐스탄,Petropavlovsk,페트로파블롭스크
러시아,Petropavlovsk,페트로파블롭스크
러시아,Petrozavodsk,페트로자보츠크
러시아,Pevek,페베크
네팔,Phaphlu,파플루
태국,Phetchabun,펫차분
미국,Philadelphia,필라델피아
벨리즈,Belize City,벨리즈 시티
태국,Phitsanulok,피차눌룩
캄보디아,Phnom Penh,프놈펜
미국,Phoenix,피닉스
미국,Goodyear,굿이어
미국,Phoenix,피닉스
미국,Phoenix,피닉스
태국,Phrae,프래
베트남,Hue,후에
베트남,Qui Nhon,뀌년
베트남,Phu Quoc Island,푸꾸옥 섬
태국,Phuket,푸켓
트리니다드토바고,Port of Spain,포트오브스페인
칠레,Valdivia,발디비아
캐나다,Pickle Lake,피클 레이크
포르투갈,Pico Island,피쿠 섬
뉴질랜드,Picton,픽턴
미국,Greensboro,그린즈버러
멕시코,Piedras Negras,피에드라스 네그라스
미국,Pierre,피에르
리유니온,Saint-Pierre,생피에르
슬로바키아,Piestany,피에슈차니
남아프리카,Pietermaritzburg,피터마리츠버그
캐나다,Pikangikum,피캉이쿰
미국,Pikeville,파이크빌
남아프리카,Sun City,선 시티
미국,Pilot Station,파일럿 스테이션
아르헨티나,RIo Gallegos,리오 가예고스
미국,Marana,마라나
인도네시아,Dumai,두마이
대만,Pingtung,핑둥
브라질,Fortaleza,포르탈레자
이탈리아,Pisa,피사
인도,Pithoragarh,피토라가르
미국,Greenville,그린빌
미국,Pittsburgh,피츠버그
미국,Pittsfield,피츠필드
인도네시아,Morotai Island,모로타이 섬
그린란드,Pituffik,피투픽
벨리즈,Placencia,플라센시아
브라질,Rio Branco,히우 브랑쿠
모리셔스,Rodrigues Island,로드리게스 섬
멕시코,Saltillo,살티요
러시아,Plastun,플라스툰
미국,Platinum,플래티넘
러시아,Rostov,로스토프
미국,Plattsburgh,플래츠버그
쿠바,Havana,아바나
멕시코,Manzanillo,만사니요
파나마,PlayonChico,플라욘 치코
베트남,Pleiku,쁠레이꾸
남아프리카,Plettenberg Bay,플레텐베르크 베이
브라질,Tres Lagoas,트레스 라고아스
불가리아,Plovdiv,플로브디프
영국,Plymouth,플리머스
미국,Plymouth,플리머스
러시아,Kirov,키로프
미국,Pocatello,포카텔로
몬테네그로,Podgorica,포드고리차
러시아,Bor,보르
세네갈,Podor,포도르
인도네시아,Buol,부올
대한민국,Pohang,포항
미크로네시아연방,Pohnpei,폰페이
미국,Point Baker,포인트 베이커
미국,Point Hope,포인트 호프
미국,Point Lay,포인트 레이
콩고,PointeNoire,푸앵트누아르
월리스푸투나,Futuna Island,푸투나 섬
과달루페,Pointe-a-Pitre,푸앵트아피트르
캐나다,Points North Landing,포인트 노스 랜딩
프랑스,Poitiers,푸아티에
네팔,Pokhara,포카라
네팔,Pokhara,포카라
스리랑카,Kandy,캔디
남아프리카,Polokwane,폴로콰네
우크라이나,Poltava,폴타바
러시아,Polyarny,폴랴르니
멕시코,San Luis Potosi,산루이스포토시
캐나다,Pond Inlet,폰드 인렛
인도네시아,South Tangerang,사우스 탕에랑
브라질,Ponta Pora,폰타 포랑
프랑스,Paris,파리
캐나다,Poplar Hill,포플러 힐
슬로바키아,Poprad,포프라트
인도,Porbandar,포르반다르
핀란드,Pori,포리
미국,Port Alsworth,포트 올스워스
오스트레일리아,Port Augusta,포트 오거스타
미국,Port Bailey,포트 베일리
미국,Port Clarence,포트 클래런스
아이티,Port-de-Paix,포르드페
가봉,PortGentil,포르장티
미국,Port Graham,포트 그레이엄
나이지리아,Port Harcourt,포트하커트
나이지리아,Port Harcourt,포트하커트
캐나다,Port Hardy,포트 하디
오스트레일리아,Port Hedland,포트 헤들랜드
미국,Port Heiden,포트 헤이든
캐나다,Port Hope,포트 호프
오스트레일리아,Port Lincoln,포트 링컨
미국,Port Lions,포트 라이언스
오스트레일리아,Port Macquarie,포트 맥쿼리
캐나다,Port McNeill,포트 맥닐
캐나다,Port-Menier,포트메니에르
미국,Cold Bay,콜드 베이
미국,Port Protection,포트 프로텍션
이집트,Port Said,포트 사이드
수단,Port Sudan,포트 수단
미국,Port Williams,포트 윌리엄스
캐나다,Portage la Prairie,포티지 라 프레리
미국,Portage,포티지
포르투갈,Portimao,포르티마오
오스트레일리아,Portland,포틀랜드
미국,Portland,포틀랜드
미국,Portland,포틀랜드
브라질,Porto Murtinho,포르투 무르치뉴
포르투갈,Porto Santo Island,포르투 산투 섬
브라질,Porto Seguro,포르투 시구루
브라질,Trombetas,트롬베타스
슬로베니아,PortoroZ,포르토로슈
미국,Portsmouth,포츠머스
캐나다,Postville,포스트빌
브라질,Pouso Alegre,포우수 알레그리
캐나다,Powell River,파월 리버
폴란드,Poznan,포즈난
세이셸,Praslin Island,프라슬린 섬
브라질,Sao Joao del Rei,상 주앙 델 레이
카보베르데,Sao Nicolau,상니콜라우
가나,Kumasi,쿠마시
러시아,Preobrazheniye,프레오브라제니예
체코,Prerov,프르제로프
우루과이,Rivera,리베라
적도 기니,Mengomeyen,멩고메옌
칠레,Punta Arenas,푼타 아레나스
브라질,Joao Pessoa,주앙 페소아
브라질,Juiz de Fora,주이스 지 포라
브라질,Sinop,시노프
동티모르,Dili,딜리
아르헨티나,Neuquen,네우켄
브라질,Presidente Prudente,프레지덴치 프루덴치
보스니아 헤르체고비나,Prijedor Urije,프리예도르 우리예
사우디아라비아,Alula,알룰라
캐나다,Prince Albert,프린스 앨버트
캐나다,Prince George,프린스 조지
사우디아라비아,Medina,메디나
사우디아라비아,Buraidah,부라이다
캐나다,Prince Rupert,프린스 루퍼트
코모로,Moroni,모로니
네덜란드령 세인터마틴,Sint Maarten,신트마르턴
상투메프린시페,PrIncipe Island,프린시페 섬
세르비아,Pristina,프리슈티나
브라질,Sao Jose do Rio Preto,상 조세 두 히우 프레투
브라질,Sao Jose dos Campos,상 조세 두스 캄푸스
오스트레일리아,Prominent Hill,프로미넌트 힐
터크스케이커스 제도,Providenciales,프로비덴시알레스
러시아,Provideniya,프로비데니야
미국,Provincetown,프로빈스타운
미국,Provo,프로보
러시아,Pskov,프스코프
인도네시아,Bontang,본탕
칠레,Pucon,푸콘
인도,Pondicherry,폰디셰리
미국,Pueblo,푸에블로
중국,Simao,쓰마오
과테말라,Puerto Barrios,푸에르토 바리오스
니카라과,Puerto Cabezas,푸에르토 카베사스
아르헨티나,Puerto Deseado,푸에르토 데세아도
멕시코,Puerto Escondido,푸에르토 에스콘디도
코스타리카,Puerto Jimenez,푸에르토 히메네스
온두라스,Puerto Lempira,푸에르토 렘피라
파나마,Puerto ObaldIa,푸에르토 오발디아
멕시코,Puerto Penasco,푸에르토 페냐스코
필리핀,Puerto Princesa,푸에르토 프린세사
과테말라,Puerto San Jose,푸에르토 산호세
볼리비아,Puerto Suarez,푸에르토 수아레스
프랑스령 폴리네시아,PukaPuka,푸카푸카
뉴질랜드,Twizel,트위젤
쿡 군도,Pukapuka Island,푸카푸카 섬
프랑스령 폴리네시아,Pukarua,푸카루아
크로아티아,Pula,풀라
러시아,Saint Petersburg,상트페테르부르크
미국,Pullman,풀먼
인도,Pune,푸네
도미니카공화국,Punta Cana,푼타 카나
우루과이,Punta del Este,푼타 델 에스테
벨리즈,Punta Gorda,푼타 고르다
미국,Punta Gorda,푼타 고르다
코스타리카,Islita,이슬리타
미국,Lafayette,라피엣
미얀마,Putao,푸타오
캐나다,Puvirnituq,푸비르니투크
조선민주주의인민공화국,Pyongyang,평양
그린란드,Qaanaaq,카나크
그린란드,Qaarsut,카르수트
아제르바이잔,Qabala,가발라
아프가니스탄,Qala i Naw,칼라이나우
중국,Qamdo,참도
오만,Qarn Alam,카른 알람
그린란드,Qasigiannguit,카시지안구이트
그린란드,Qeqertarsuaq,켸켸르타르수아크
중국,Qianjiang,첸장
중국,Qiemo,치에모
캐나다,Broughton,브로턴
중국,Qilian,치롄
대만,Qimei,치메이
중국,Qingdao,칭다오
중국,Qingyang,칭양
중국,Qinhuangdao,친황다오
중국,Qinhuangdao,친황다오
중국,Qionghai,충하이
중국,Qiqihar,치치하얼
중국,Qitai,치타이
미국,Moline,몰린
캐나다,Qualicum Beach,퀄리컴 비치
중국,Jinjiang,진장
캐나다,Quaqtaq,쾩타크
앙골라,Luanda,루안다
캐나다,Quebec,퀘벡
요르단,Amman,암만
아루바,Aruba,아루바
뉴질랜드,Queenstown,퀸스타운
모잠비크,Quelimane,켈리마네
코스타리카,Quepos,케포스
멕시코,Queretaro,케레타로
캐나다,Quesnel,퀘스넬
파키스탄,Quetta,퀘타
멕시코,Nuevo Laredo,누에보 라레도
과테말라,Quetzaltenango,케찰테낭고
오스트레일리아,Quilpie,킬피
프랑스,Quimper,캥페르
미국,Quincy,퀸시
미국,Quinhagak,퀸하각
브라질,Quixada,키샤다
중국,Quzhou,취저우
오스트레일리아,Derby,더비
오스트레일리아,Katherine,캐서린
모로코,Rabat,라바트
파푸아뉴기니,Rabaul,라바울
사우디아라비아,Rabigh,라비그
베트남,RachGia,락자
인도네시아,Bandar Lampung,반다르 람풍
폴란드,Radom,라돔
캐나다,Gameti,가메티
인도,Raebareli,라에바렐리
세인트헬레나,Ascension Island,어센션 섬
포클랜드 제도,Mount Pleasant,마운트 플레전트
영국,Northolt,노솔트
쿠바,Nueva Gerona,누에바 헤로나
푸에르토리코,Aguadilla,아과디야
콜롬비아,Cartagena,카르타헤나
사우디아라비아,Rafha,라프하
이란,Rafsanjan,라프산잔
인도네시아,Ketapang,케타팡
프랑스령 폴리네시아,Raiatea,라이아테아
캐나다,Rainbow Lake,레인보우 레이크
프랑스령 폴리네시아,Raivavae,라이바바에
인도,Bhopal,보팔
인도네시아,Tanjung Pinang,탄중 피낭
인도,Rajahmundry,라자문드리
네팔,Rajbiraj,라즈비라즈
인도,Hyderabad,하이데라바드
인도,Rajkot,라즈코트
인도,Rajkot,라즈코트
인도,Gwalior,괄리오르
미국,Beckley,베클리
미국,Raleigh,롤리
미국,Tanana,타나나
미국,Kotzebue,코체부
솔로몬 제도,Ramata Island,라마타 섬
네팔,Ramechhap,라메찹
러시아,Zhukovsky,주콥스키
오스트레일리아,Ramingining,라밍니닝
이스라엘,Eilat,에일라트
온두라스,San Pedro Sula,산페드로술라
미국,Rampart,램파트
이란,Ramsar,람사르
독일,Ramstein,람슈타인
인도네시아,Natuna Islands,나투나 제도
미국,Hibbing,히빙
프랑스령 폴리네시아,Rangiroa,랑기로아
캐나다,Rankin Inlet,랭킨 인렛
태국,Ranong,라농
미국,Rapid City,래피드 시티
네팔,Rara Talcha,라라 탈차
프랑스령 폴리네시아,Raroia,라로이아
쿡 군도,Rarotonga  Island,라로통가 섬
아랍에미레이트,Ras alKhaimah,라스 알카이마
이집트,Ras Sidr,라스 시드르
이란,Rasht,라슈트
인도,Ratnagiri,라트나기리
오스트레일리아,Ravensthorpe,레이븐소프
인도,Raxaul,락사울
미국,Reading,레딩
에콰도르,Portoviejo,포르토비에호
프랑스령 폴리네시아,Reao,레아오
브라질,Recife,헤시피
아르헨티나,Reconquista,레콘키스타
캐나다,Red Deer,레드 디어
미국,Red Devil,레드 데빌
미국,Red Dog,레드 도그
캐나다,Red Lake,레드 레이크
사우디아라비아,Red Sea,홍해
캐나다,Red Sucker Lake,레드 서커 레이크
말레이시아,Redang Island,르당 섬
바누아투,Redcliffe,레드클리프
미국,Redding,레딩
이탈리아,Reggio di Calabria,레조디칼라브리아
캐나다,Regina,리자이나
스페인,Murcia,무르시아
캐나다,Waterloo,워털루
프랑스,Reims,랭스
프랑스,Reims,랭스
마다가스카르,Isalo,이사로
튀니지,Remada,라마드
인도네시아,Takengon,타켕온
인도네시아,Manokwari,마노크와리
레바논,Tripoli,트리폴리
오스트레일리아,Renmark,렌마크
솔로몬 제도,Rennell Island,렌넬 섬
프랑스,Rennes,렌
미국,Reno,리노
미국,Farmingdale,파밍데일
캐나다,Repulse Bay,리펄스 베이
브라질,Resende,헤젠지
아르헨티나,Resistencia,레시스텐시아
캐나다,Resolute,레솔루트
과테말라,Retalhuleu,레탈룰레우
스페인,Reus,레우스
인도,Rewa,레와
콜롬비아,NuquI,누키
아이슬란드,ReykjavIk,레이캬비크
미국,Rhinelander,라인랜더
그리스,Rhodes,로드
볼리비아,Riberalta,리베랄타
칠레,El Salvador,엘살바도르
미국,Tulsa,털사
뉴질랜드,Timaru,티마루
남아프리카,Richards Bay,리차즈 베이
오스트레일리아,Richmond,리치먼드
미국,Richmond,리치먼드
미국,Amarillo,아마릴로
미국,Columbus,컬럼버스
라트비아,Riga,리가
캐나다,Rigolet,리고렛
크로아티아,Rijeka,리예카
프랑스령 폴리네시아,Rimatara,리마타라
브라질,Rio de Janeiro,리우데자네이루
브라질,Rio Grande,히우 그란데
아르헨티나,RIo Mayo,리오 마요
아르헨티나,RIo Turbio,리오 투르비오
일본,Rishiri,리시리
우크라이나,Rivne,리우네
예멘,Mukalla,무칼라
터키,Rize Province,리제 주
중국,Rizhao,르자오
미국,Roanoke,로어노크
이디오피아,Goba,고바
미국,Noorvik,노빅
세인트키츠네비스,Saint Kitts,세인트 키츠
미국,Redmond,레드몬드
라이베리아,Monrovia,몬로비아
캐나다,Roberval,로베르발
미국,Warner Robins,워너 로빈스
칠레,Robinson,로빈슨
미국,Roche Harbor,로시 하버
미국,Rochester,로체스터
바하마,Rock Sound,록 사운드
미국,Rock Springs,록 스프링스
오스트레일리아,Rockhampton,록햄프턴
미국,Denver,덴버
프랑스,Rodez,로데즈
페루,Arequipa,아레키파
미국,Medford,메드포드
태국,Roi Et,로이엣
리유니온,StDenis,생드니
오스트레일리아,Roma,로마
팔라우,Koror,코로르
미국,Washington,워싱턴
마샬 군도,Rongelap Atoll,롱겔라프 아톨
스웨덴,Ronneby,론네뷔
노르웨이,Roros,뢰로스
노르웨이,Rorvik,뢰르비크
아르헨티나,Rosario,로사리오
이스라엘,Rosh Pinna,로시 피나
러시아,Tyumen,튜멘
니카라과,Rosita,로시타
덴마크,Copenhagen,코펜하겐
노르웨이,Rost,뢰스트
독일,Rostock,로스토크
미국,Roswell,로스웰
북마리아제도,Rota,로타
뉴질랜드,Rotorua,로토루아
네덜란드,Rotterdam,로테르담
피지,Rotuma Island,로투마 섬
프랑스,Rouen,루앙
캐나다,Round Lake,라운드 레이크
인도,Rourkela,루르켈라
캐나다,Rouyn-Noranda,루인노란다
핀란드,Rovaniemi,로바니에미
필리핀,Roxas,록사스
브라질,Uruguaiana,우루과이아나
미국,Ruby,루비
네팔,Rukum Salle,루쿰 살레
수단,Rumbek,룸베크
네팔,Rumjatar,룸자타르
나미비아,Rundu,룬두
중국,Ruoqiang,뤄창
인도,Rupsi,룹시
볼리비아,Rurrenabaque,루레나바케
프랑스령 폴리네시아,Rurutu,루루투
미국,Russian Mission,러시안 미션
미국,Rutland,루틀랜드
폴란드,Rzeszow,제슈프
독일,Saarbrcken,자르브뤼켄
스페인,Sabadell,사바델
러시아,Sabetta,사베타
리비아,Sebha,세브하
터키,Istanbul,이스탄불
이란,Sabzevar,사브제바르
대한민국,Jinju,진주
캐나다,Sachigo Lake,사치고 레이크
캐나다,Sachs Harbour,삭스 하버
미국,Sacramento,새크라멘토
미국,Sacramento,새크라멘토
나이지리아,Sokoto,소코토
일본,Sado,사도
일본,Saga,사가
이란,Sahand,사한드
인도,Saharanpur,사하란푸르
인도,Ludhiana,루디아나
오스트레일리아,Saibai Island,사이바이 섬
방글라데시,Saidpur,사이드푸르
파키스탄,Saidu Sharif,사이두 샤리프
인도,Saifai,사이파이
캐나다,Saint-Augustin,생토귀스탱
프랑스,Saint-Brieuc,생브리외
프랑스,Saint-etienne,생테티엔
세인트헬레나,Jamestown,제임스타운
캐나다,Saint John,세인트 존
세네갈,Saint-Louis,생루이
프랑스,Saint-Nazaire,생나제르
생피에르 앤드 미클롱,Saint Pierre,생피에르
마다가스카르,Sainte-Marie,생트마리
북마리아나 제도,Saipan,사이판
러시아,Sakkyryr,사키리르
태국,Sakon Nakhon,사꼰나콘
카메룬,Maroua,마루아
오만,Salalah,살랄라
스페인,Salamanca,살라망카
러시아,Salekhard,살레하르트
인도,Salem,살렘
이탈리아,Salerno,살레르노
브라질,Porto Alegre,포르투 알레그리
멕시코,Salina Cruz,살리나 크루즈
미국,Salina,살리나
브라질,Salinas,살리나스
미국,Salisbury,솔즈베리
캐나다,Salluit,살루이트
터크스케이커스 제도,Salt Cay,솔트 케이
미국,SaltLake,솔트레이크
파라과이,Salto del Guaira,살토 델 과이라
오스트리아,Salzburg,잘츠부르크
나이지리아,Owerri,오웨리
인도네시아,Manado,마나도
도미니카공화국,Samana,사마나
도미니카공화국,El Catey,엘 카테이
우즈베키스탄,Samarkand,사마르칸트
마다가스카르,Sambava,삼바바
파나마,SambU,삼부
케냐,Samburu,삼부루
스위스,St. Moritz,장크트모리츠
그리스,Samos,사모스
터키,Samsun,삼순
태국,Ko Samui,코사무이
바하마,SanAndros,산안드로스
미국,San Angelo,샌안젤로
쿠바,San Antonio De Los Banos,산 안토니오 데 로스 바뇨스
미국,San Antonio,샌안토니오
미국,San Bernardino,샌버너디노
콜롬비아,San Bernardo de Mompox,산베르나르도 데 몸폭스
니카라과,San Carlos,산 카를로스
베네수엘라,San Carlos,산 카를로스
아르헨티나,San Carlos de Bariloche,산카를로스데바릴로체
에콰도르,San Cristobal Island,산크리스토발 섬
미국,San Diego,샌디에이고
필리핀,San Fernando,산페르난도
아르헨티나,San Fernando,산페르난도
미국,San Francisco,샌프란시스코
콜롬비아,San Gil,산힐
벨리즈,SanIgnacio,산이그나시오
코스타리카,San Isidro de El General,산이시드로 데 엘 헤네랄
파나마,San Jose Island,산호세 섬
필리핀,San Jose,산호세
볼리비아,San Jose de Chiquitos,산호세데치키토스
미국,San Jose,산호세
도미니카공화국,San Juan de la Maguana,산후안데라마구아나
미국,Uganik,유가니크
콜롬비아,Ipiales,이피알레스
미국,San Luis Obispo,샌루이스 오비스포
미국,Alamosa,알라모사
미국,San Marcos,샌마르코스
멕시코,San Miguel de Allende,산미겔데아옌데
니카라과,Bonanza,보난사
코트디부아르,San-Pedro,산페드로
아르헨티나,San Rafael,산라파엘
베네수엘라,Tucupita,투쿠피타
바하마,San Salvador Island,산살바도르 섬
엘살바드로,San Salvador,산살바도르
스페인,San Sebastian,산세바스티안
베네수엘라,San Tome,산토메
필리핀,San Vicente,산비센테
예멘,Sanaa,사나
인도네시아,Sanana Island,사나나 섬
이란,Sanandaj,사난다지
미국,Sand Point,샌드 포인트
말레이시아,Sandakan,산다칸
노르웨이,Sandane,산다네
영국,Sanday,샌데이
노르웨이,Sandnessjoen,산네스옌
캐나다,Sandspit,샌즈피트
캐나다,Sandy Lake,샌디 레이크
미국,Sandy River,샌디 리버
필리핀,Tawitawi Island,타위타위 섬
파푸아뉴기니,Sangapi,상가피
러시아,Sangar,상가르
인도네시아,Sanggu Buntok,상구 분톡
인도네시아,Kolaka,콜라카
필리핀,Manila,마닐라
자메이카,Montego Bay,몬테고 베이
모로코,Tetouan,테투안
캐나다,Sanikiluaq,사니킬루아크
독일,Sankt Peter-Ording,장크트 페터오르딩
터키,Sanliurfa,샨르우르파
중국,Sanming,싼밍
중국,Sansha,싼사
콜롬비아,Cartago,카르타고
솔로몬 제도,Santa Ana Island,산타 아나 섬
미국,Santa Barbara,산타 바바라
우루과이,Durazno,두라스노
브라질,Santa Cruz do Sul,산타 크루스 두 술
솔로몬 제도,Santa Cruz Islands,산타 크루스 제도
베네수엘라,Santa Elena de Uairen,산타 엘레나 데 우아렌
미국,Santa Fe,산타페
브라질,Goiania,고이아니아
멕시코,Santa Lucia,산타 루시아
브라질,Aracaju,아라카주
브라질,Santa Maria,산타 마리아
포르투갈,Santa Maria,산타 마리아
페루,Santa MarIa del Mar,산타 마리아 델 마르
미국,Santa Maria,산타 마리아
미국,Santa Monica,산타 모니카
아르헨티나,Santa Rosa,산타 로사
브라질,Santa Rosa,산타 로사
에콰도르,Santa Rosa,산타 로사
브라질,Joacaba,조아사바
스페인,Santander,산탄데르
브라질,Santarem,산타렝
스페인,Santiago de Compostela,산티아고 데 콤포스텔라
베네수엘라,Porlamar,포를라마르
콜롬비아,Arauca,아라우카
바누아투,Luganville,루간빌
그리스,Thira,티라
브라질,Paranagua,파라나과
브라질,Rio de Janeiro,리우데자네이루
중국,Sanya,싼야
브라질,Sao Borja,상 보르자
브라질,Sao Felix do Araguaia,상 펠릭스 두 아라과이아
카보베르데,Sao Filipe,상 필리페
브라질,Sao Gabriel da Cachoeira,상 가브리엘 다 카초에이라
포르투갈,Sao Jorge Island,상 조르제 섬
브라질,Sao Paulo,상파울루
브라질,Sao Paulo,상파울루
브라질,Sao Paulo,상파울루
상투메프린시페,Sao Tome,상투메
바누아투,Sara,사라
보스니아 헤르체고비나,Sarajevo,사라예보
러시아,Saransk,사란스크
미국,Sarasota,새러소타
러시아,Saratov,사라토프
이란,Saravan,사라반
인도,Ahmedabad,아마다바드
차드,Sarh,사르
캐나다,Sarnia,사니아
카자흐스탄,Karaganda,카라간다
캐나다,Saskatoon,새스커툰
러시아,Saskylakh,사스킬라흐
인도,Satna,사트나
루마니아,Satu Mare,사투 마레
아르헨티나,SantaFe,산타페
캐나다,Sault Ste. Marie,수세인트마리
인도네시아,Saumlaki,사움라키
아이슬란드,Sauoarkrokur,사우다르크로퀴르
앙골라,Saurimo,사우리모
미국,Savannah,서배너
라오스,Savannakhet,사반나케트
스웨덴,Gothenburg,예테보리
핀란드,Savonlinna,사본린나
미국,Savoonga,사붕가
피지,Savusavu,사부사부
파키스탄,Sawan,사완
미국,Marquette,마켓
필리핀,Del Carmen,델 카르멘
예멘,Sayun,사윤
미국,Scammon Bay,스캐먼 베이
스웨덴,SAlen,샐렌
파나마,RIo Hato,리오 아토
캐나다,Schefferville,쉐퍼빌
독일,Schwerin,슈베린
미국,Scottsdale,스코츠데일
독일,Cuxhaven,쿠사벤
미국,Seal Bay,씰 베이
미국,Seattle,시애틀
캐나다,Sechelt,세셸트
솔로몬 제도,Seghe,세게
인도네시아,Tanjung Balai,탄중 발라이
핀란드,SeinAjoki,세이내요키
인도네시아,Mataram,마타람
미국,Selawik,셀라윅
미국,Seldovia,셀도비아
보츠와나,Selebi-Phikwe,셀레비피크웨
싱가포르,Singapore,싱가포르
미국,Mount Clemens,마운트 클레멘스
이디오피아,Semera,세메라
카자흐스탄,Semey,세메이
이란,Semnan,셈난
브라질,Sena Madureira,세나 마두레이라
브라질,Petrolina,페트롤리나
브라질,Sao Paulo,상파울루
말레이시아,Johor Bahru,조호르바루
일본,Sendai,센다이
인도네시아,Jayapura,자야푸라
대한민국,Seosan,서산
브라질,Santo angelo,산투안젤루
캐나다,Sept-Iles,세프틸
브라질,Chapeco,샤페코
탄자니아,Seronera,세로네라
브라질,Serra Talhada,세하 탈하다
인도네시아,Serui,세루이
우크라이나,Sevastopol,세바스토폴
러시아,Evensk,에벤스크
우크라이나,Severodonetsk,세베로도네츠크
러시아,Severo-Kurilsk,세베로쿠릴스크
스페인,Sevilla,세비야
세이셸,Mahe Island,마헤 섬
러시아,Seymchan,세임찬
에콰도르,Baltra Island,발트라 섬
튀니지,Sfax,스팍스
중국,Shache,사처
미국,Shageluk,샤겔룩
방글라데시,Chittagong,치타공
방글라데시,Rajshahi,라지샤히
이란,Kermanshah,케르만샤
이란,Yazd,야즈드
방글라데시,Dhaka,다카
이란,Shahrekord,샤흐레코르드
이란,Shahrud,샤흐루드
파키스탄,Rahim Yar Khan,라힘 야르 칸
러시아,Shakhtyorsk,샤흐툐르스크
미국,Shaktoolik,샥툴릭
캐나다,Shamattawa,샤마타와
중국,Shanghai,상하이
중국,Shanghai,상하이
중국,Shangrao,상라오
