question,slots,intent_list
T1 로 마중 나갈 건데 잠깐 주차 하고 싶어요 단기 주차장 중 에서 주차 하고 바로 터미널 로 들어갈 수 있는 가장 가까운 곳 을 알려주세요 너무 멀면 불편해서요,"{""terminal"": [""T1""], ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기"", ""airport_name"": ""로마""}","[""parking_location_recommendation""]"
T2 에서 심야 비행기 로 도착 하는데 주차 타워 동 편 과 서 편 중 에 주차 하고 나서 택시 승강장 으로 이동 하기 가장 편리하고 안전한 곳 은 어디 일까 요,"{""terminal"": [""T2""], ""area"": ""arrival"", ""flight_status"": ""도착"", ""facility_name"": [""택시승강장""], ""parking_lot"": ""주차타워""}","[""parking_location_recommendation""]"
T1 장기 주차장 P 3 에 주차 하려고 하는데 혹시 실내 주차 공간 이 더 많은 곳 이나 햇빛 을 피 할 수 있는 그늘 진 곳 이 있다면 추천 해주세요,"{""terminal"": [""T1""], ""parking_lot"": ""P3"", ""parking_type"": ""장기""}","[""parking_location_recommendation""]"
T2 단기 주차장 지상 1 층 에 주차 할 건데 혹시 유모차 이용 이 편리하도록 엘리베이터 나 경 사 로 가 가까이 있고 이동 동선 이 짧은 구역 이 있을까요,"{""terminal"": [""T2""], ""facility_name"": [""엘리베이터""], ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기""}","[""parking_location_recommendation""]"
내일 일찍 T1 에 도착 해서 장기 주차 할 건데 P 1 동 편 과 P 2 서 편 중 에 어디가 주차 하고 나서 셔틀버스 이용 하기 더 편리한가요 셔틀 정류장 이 가까운 곳 으로 요,"{""terminal"": [""T1""], ""area"": ""arrival"", ""facility_name"": [""셔틀버스""], ""date"": ""내일"", ""parking_lot"": ""P1"", ""parking_type"": ""장기""}","[""parking_location_recommendation""]"
T2 주차 타워 에 주차 하려고 하는데 짐 이 좀 많아서 카트 를 끌 고 이동해 야 해 요 카트 이용 이 편리하고 엘리베이터 가 가까운 주차 공간 이나 층수 를 추천 해주실 수 있을까요,"{""terminal"": [""T2""], ""facility_name"": [""엘리베이터""], ""relative_time"": ""2주"", ""parking_lot"": ""주차타워""}","[""parking_location_recommendation""]"
T1 단기 주차장 지하 2 층 에 주차 할 건데 혹시 지하 주차장 중 에 차량 흐름 이 좋고 출 차하기 쉬운 구역 이 따로 있다면 알려주세요 길 헤매기 싫어서요,"{""terminal"": [""T1""], ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기""}","[""parking_location_recommendation""]"
T2 장기 주차장 P 4 에 주차 할 건데 밤늦게 도착 해도 주차 하고 나서 너무 외진 곳 이 아니라 안전하고 사람 들 이 좀 다니는 곳 을 추천 해주세요,"{""terminal"": [""T2""], ""area"": ""arrival"", ""time_period"": ""밤"", ""parking_lot"": ""P4"", ""parking_type"": ""장기""}","[""parking_location_recommendation""]"
안녕하세요 T1 로 가는데 주차 요금 이 좀 부담 돼서요 장기 주차장 중 에서 거리 가 조금 멀어도 가장 저렴하고 빈자리 가 많은 곳 을 추천 해주실 수 있나요,"{""terminal"": [""T1""], ""parking_lot"": ""장기주차장"", ""parking_type"": ""장기""}","[""parking_location_recommendation""]"
T2 에서 친구 데리러 갈 건데 잠깐 주차 할 거 라 단기 주차장 중 에서 제일 빨리 진입 하고 나갈 수 있는 곳 어디 야 주차 대기 없이 바로 들어가는 곳 으로,"{""terminal"": [""T2""], ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기""}","[""parking_location_recommendation""]"
제 가 아이 들 을 데리 고 T1 에 왔는데 단기 주차장 중 에서 아이 들 이 안전하게 이동 할 수 있고 터미널 과 가장 가까운 층 을 추천 해주실 수 있나요,"{""terminal"": [""T1""], ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기""}","[""parking_location_recommendation""]"
다음 주 에 T2 주차 타워 동 편 에 주차 할 건데 주차 하고 나서 면세점 으로 바로 갈 예정 이에요 면세점 과 이동 동선 이 가장 짧은 주차 위치 를 추천 해주세요,"{""terminal"": [""T2""], ""facility_name"": [""면세점""], ""relative_time"": ""2주"", ""parking_lot"": ""주차타워""}","[""parking_location_recommendation""]"
T1 장기 주차장 P 1 에 주차 하려고 하는데 혹시 주차 하고 나서 바로 공항철도 이용 하기 편리하고 환승 이 쉬운 곳 이 있나요,"{""terminal"": [""T1""], ""facility_name"": [""공항철도""], ""parking_lot"": ""P1"", ""parking_type"": ""장기""}","[""parking_location_recommendation""]"
T2 단기 주차장 지상 1 층 에 주차 할 건데 흡연 구역 이랑 가까운 곳 이 있다면 추천 해주세요 너무 멀리 걸어가기 싫어요,"{""terminal"": [""T2""], ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기""}","[""parking_location_recommendation""]"
내일 아침 T1 에서 비행기 타는데 장기 주차 P 2 에 주차 하고 나서 출국 수속 까지 빠르게 이동 할 수 있는 가장 효율 적 인 주차 위치 를 알려주세요 게이트 와 가까운 곳 으로 요,"{""terminal"": [""T1""], ""location_keyword"": ""수속"", ""date"": ""내일"", ""time_period"": ""아침"", ""parking_lot"": ""P2"", ""parking_type"": ""장기""}","[""parking_location_recommendation""]"
T2 주차 타워 에 주차 하려고 하는데 주차 하고 나서 공항버스 타는 곳 까지 이동 하기 가장 편리한 곳 은 어디 일까 요 짐 들고 멀리 걷기 힘들어서요,"{""terminal"": [""T2""], ""relative_time"": ""2주"", ""parking_lot"": ""주차타워""}","[""parking_location_recommendation""]"
T1 단기 주차장 지하 1 층 에 주차 할 건데 혹시 주차 하고 나서 식당가 나 편의 시설 이 가까운 구역 이 있다면 추천 해주세요 식사 하고 바로 이동 하려고요,"{""terminal"": [""T1""], ""facility_name"": [""식당"", ""편의시설""], ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기""}","[""parking_location_recommendation""]"
T2 장기 주차장 P 3 에 주차 할 건데 주차 하고 나서 항공사 카운터 까지 이동 하기 가장 편리한 곳 을 추천 해주세요 너무 멀면 힘드네요,"{""terminal"": [""T2""], ""parking_lot"": ""P3"", ""parking_type"": ""장기""}","[""parking_location_recommendation""]"
T2 에서 도착 하는 손님 을 기다릴 건데 장기 주차장 P 1 과 P 2 중 에 어디가 대기 하면서 휴식 하기 좋은 편의 시설 이 가까운가요 앉아서 기다릴 곳 이 요,"{""terminal"": [""T2""], ""area"": ""arrival"", ""facility_name"": [""편의시설""], ""parking_lot"": ""P1"", ""parking_type"": ""장기""}","[""parking_location_recommendation""]"
내 가 T1 단기 주차장 지하 2 층 에 주차 할 건데 주차 하고 나서 공항 내부 로 들어가는 가장 빠르고 헷갈리지 않는 통로 가 있는 곳 은 어디 야,"{""terminal"": [""T1""], ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기""}","[""parking_location_recommendation""]"
다음 주 에 T2 주차 타워 서 편 에 주차 할 건데 주차 하고 나서 공항 에서 회의 가 있어서요 회의장 과 가장 가까운 주차 위치 를 추천 해주세요 시간 절약 이 중요해요,"{""terminal"": [""T2""], ""relative_time"": ""2주"", ""parking_lot"": ""주차타워""}","[""parking_location_recommendation""]"
T1 장기 주차장 P 4 에 주차 하려고 하는데 혹시 CCTV 가 많거나 보안 이 더 철저하다고 느껴지는 구역 이 있다면 추천 해주세요 차량 안전 이 중요해서요,"{""terminal"": [""T1""], ""parking_lot"": ""P4"", ""parking_type"": ""장기""}","[""parking_location_recommendation""]"
T2 단기 주차장 지상 1 층 에 주차 할 건데 주차 하고 나서 바로 약국 이나 병원 시설 이 가까운 곳 이 있다면 알려주세요 비상 상황 대비 해서요,"{""terminal"": [""T2""], ""facility_name"": [""약국"", ""병원""], ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기""}","[""parking_location_recommendation""]"
내일 출국 인데 T1 장기 주차 P 1 동 편 과 서 편 중 에 어디가 주차 하고 나서 바로 공항 철도역 으로 이동 하기 편리한가요 환승 이 중요해서요,"{""terminal"": [""T1""], ""facility_name"": [""공항철도""], ""date"": ""내일"", ""parking_lot"": ""P1"", ""parking_type"": ""장기""}","[""parking_location_recommendation""]"
T1 단기 주차장 지하 1 층 에 주차 할 건데 혹시 지하 주차장 중 에서 햇빛 이 잘 들어오거나 덜 답답하게 느껴지는 구역 이 있을까요 폐쇄공포증 이 있어서요,"{""terminal"": [""T1""], ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기""}","[""parking_location_recommendation""]"
T2 장기 주차장 P 3 에 주차 할 건데 주차 하고 나서 흡연실 이 가까운 곳 을 추천 해주세요 자주 이용 하는 편이 라서 요,"{""terminal"": [""T2""], ""facility_name"": [""흡연실""], ""parking_lot"": ""P3"", ""parking_type"": ""장기""}","[""parking_location_recommendation""]"
안녕하세요 T1 로 가족 배웅 가는데 단기 주차장 중 에서 진입 이 편리하고 출국 장 까지 가까운 곳 추천 부탁드립니다,"{""terminal"": [""T1""], ""area"": ""departure"", ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기""}","[""parking_location_recommendation""]"
T2 에 친구 마중 나갈 건데 장기 주차 P 1 이랑 P 2 중 에 어디가 더 덜 복잡하고 사람 적은 편이 야,"{""terminal"": [""T2""], ""parking_lot"": ""P1"", ""parking_type"": ""장기""}","[""parking_location_recommendation""]"
제 가 T1 단기 주차장 지하 1 층 에 주차 할 생각 인데 거기 중 에서 기둥 간격 이 넓고 주차 하기 쉬운 구역 이 있나요,"{""terminal"": [""T1""], ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기""}","[""parking_location_recommendation""]"
다음 주 에 T2 주차 타워 동 편 에 주차 할 건데 요 주차 하고 나서 바로 공항 내 약국 으로 이동해 야 합니다 약국 과 가장 가까운 주차 위치 를 추천 해주세요,"{""terminal"": [""T2""], ""facility_name"": [""약국""], ""relative_time"": ""2주"", ""parking_lot"": ""주차타워""}","[""parking_location_recommendation""]"
이번 연휴 때 T1 장기 주차장 P 3 에 주차 할 건데 주차 하고 나서 공항 내부 에서 길 찾기 쉬운 곳 으로 추천 해주실 수 있나요,"{""terminal"": [""T1""], ""parking_lot"": ""P3"", ""parking_type"": ""장기""}","[""parking_location_recommendation""]"
여기 요 지금 T2 단기 주차장 지하 2 층 에 주차 하려고 하는데 주차 하고 나서 흡연실 이 가까운 구역 이 따로 있을까요,"{""terminal"": [""T2""], ""facility_name"": [""흡연실""], ""vague_time"": ""지금"", ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기""}","[""parking_location_recommendation""]"
내일 아침 비행기 타러 가야 하는데 T1 장기 주차 P 2 동 편이 랑 서 편 중 에 어디가 주차 하고 나서 보안 검색 대 까지 이동 동선 이 제일 짧아,"{""terminal"": [""T1""], ""area"": ""departure"", ""date"": ""내일"", ""time_period"": ""아침"", ""parking_lot"": ""P2"", ""parking_type"": ""장기""}","[""parking_location_recommendation""]"
오늘 저녁 9시 쯤 T2 주차 타워 동 편 에 도착 할 건데 주차 하고 나서 공항 내 에서 잠시 휴식 할 수 있는 공간 이 가까운 곳 을 추천 해주세요,"{""terminal"": [""T2""], ""area"": ""arrival"", ""date"": ""오늘"", ""relative_time"": ""2주"", ""parking_lot"": ""주차타워""}","[""parking_location_recommendation""]"
제 가 T1 단기 주차장 지상 1 층 에 주차 를 해야 하는데 혹시 주차 하고 나서 바로 은행 ATM 이 보이는 곳 이 있다면 추천 해주시겠어요,"{""terminal"": [""T1""], ""facility_name"": [""은행"", ""ATM""], ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기""}","[""parking_location_recommendation""]"
담주 금요일 오후 에 T2 장기 주차 P 4 에 주차 할 건데 주차 하고 나서 공항 내 에서 쇼핑 하기 좋은 상점가 와 가까운 주차 위치 를 추천 해 줄 수 있을까,"{""terminal"": [""T2""], ""day_of_week"": ""금요일"", ""time_period"": ""오후"", ""parking_lot"": ""P4"", ""parking_type"": ""장기""}","[""parking_location_recommendation""]"
저 는 주차 요금 도 중요하지만 차량 이 안전하게 보호 되는 곳 을 선호 해요 T1 근처 단기 주차장 중 에서 보안 이 철저한 곳 을 추천 해주실 수 있나요,"{""terminal"": [""T1""], ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기""}","[""parking_location_recommendation""]"
T2 에서 친구 데리러 갈 건데 단기 주차장 중 에서 주차 하고 나서 가장 빨리 도착 하는 친구 와 만날 수 있는 게이트 가 가까운 곳 어디 야,"{""terminal"": [""T2""], ""area"": ""arrival"", ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기""}","[""parking_location_recommendation""]"
제 가 아이 들 을 데리 고 T1 에 왔는데 단기 주차장 중 에서 아이 들 이 지루해하지 않도록 놀이 공간 이나 키즈 카페 가 가까운 층 을 추천 해주실 수 있나요,"{""terminal"": [""T1""], ""facility_name"": [""카페""], ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기""}","[""parking_location_recommendation""]"
다음 주 에 T2 주차 타워 동 편 에 주차 할 건데 주차 하고 나서 공항 내 컨퍼런스 룸 이나 회의실 이 가까운 곳 을 추천 해주세요,"{""terminal"": [""T2""], ""relative_time"": ""2주"", ""parking_lot"": ""주차타워""}","[""parking_location_recommendation""]"
T1 장기 주차장 P 1 에 주차 하려고 하는데 혹시 주차 하고 나서 공항 내 식수 대 나 음료 자판기 가 가까운 곳 이 있나요,"{""terminal"": [""T1""], ""parking_lot"": ""P1"", ""parking_type"": ""장기""}","[""parking_location_recommendation""]"
T2 단기 주차장 지상 1 층 에 주차 할 건데 주차 하고 나서 바로 공항 내 벤치 나 의자 가 많은 곳 이 있다면 추천 해주세요,"{""terminal"": [""T2""], ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기""}","[""parking_location_recommendation""]"
내일 일찍 T1 에 도착 해서 장기 주차 할 건데 P 1 서 편 과 P 2 동 편 중 에 어디가 주차 하고 나서 공항 내 렌터카 데스크 로 이동 하기 더 편리한가요,"{""terminal"": [""T1""], ""area"": ""arrival"", ""facility_name"": [""렌터카""], ""date"": ""내일"", ""parking_lot"": ""P1"", ""parking_type"": ""장기""}","[""parking_location_recommendation""]"
T2 주차 타워 에 주차 하려고 하는데 주차 하고 나서 공항 내 안내 데스크 나 인포 메이 션 센터 가 가장 가까운 곳 은 어디 일까 요,"{""terminal"": [""T2""], ""facility_name"": [""안내 데스크""], ""relative_time"": ""2주"", ""parking_lot"": ""주차타워""}","[""parking_location_recommendation""]"
T1 단기 주차장 지하 2 층 에 주차 할 건데 혹시 지하 주차장 중 에 차량 소음 이 덜하고 조용한 구역 이 따로 있다면 알려주세요,"{""terminal"": [""T1""], ""parking_lot"": ""단기주차장"", ""parking_type"": ""단기""}","[""parking_location_recommendation""]"
T2 장기 주차장 P 4 에 주차 할 건데 밤늦게 도착 해도 주차 하고 나서 차량 용품 점 이나 편의 시설 이 가까운 곳 을 추천 해주세요,"{""terminal"": [""T2""], ""area"": ""arrival"", ""facility_name"": [""편의시설""], ""parking_lot"": ""P4"", ""parking_type"": ""장기""}","[""parking_location_recommendation""]"
T1 주차 할 곳 추천 해주세요,"{""terminal"": [""T1""], ""relative_time"": ""1주""}","[""parking_location_recommendation""]"
T1 가까운 주차공간 어디 예요,"{""terminal"": [""T1""]}","[""parking_location_recommendation""]"
T1 주차장 어디가 좋아요,"{""terminal"": [""T1""], ""relative_time"": ""1주"", ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
T2 주차 할 만 한 곳 있나요,"{""terminal"": [""T2""], ""relative_time"": ""2주""}","[""parking_location_recommendation""]"
T2 주차장 추천 부탁드려요,"{""terminal"": [""T2""], ""relative_time"": ""2주"", ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
T2 편한 주차공간 어디 인가요,"{""terminal"": [""T2""], ""relative_time"": ""1주""}","[""parking_location_recommendation""]"
T2 주차 할 곳 알려주세요,"{""terminal"": [""T2""], ""relative_time"": ""2주""}","[""parking_location_recommendation""]"
T1 에서 가까운 주차장 은,"{""terminal"": [""T1""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
T2 근처 주차공간 추천 해주세요,"{""terminal"": [""T2""]}","[""parking_location_recommendation""]"
T1 단기 주차 어디가 좋을까요,"{""terminal"": [""T1""], ""parking_type"": ""단기""}","[""parking_location_recommendation""]"
T2 장기 주차 할 곳 어디 예요,"{""terminal"": [""T2""], ""parking_type"": ""장기""}","[""parking_location_recommendation""]"
T1 지하 주차장 추천 해주세요,"{""terminal"": [""T1""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
T2 지상 주차장 어디가 편해요,"{""terminal"": [""T2""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
T1 주차 타워 몇 층 이 좋아요,"{""terminal"": [""T1""], ""relative_time"": ""1주"", ""parking_lot"": ""주차타워""}","[""parking_location_recommendation""]"
T2 주차 빌딩 추천 층 은,"{""terminal"": [""T2""], ""relative_time"": ""2주""}","[""parking_location_recommendation""]"
카페 근처 주차장 어디가 좋아요,"{""facility_name"": [""카페""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
카페 가까운 주차공간 추천 해주세요,"{""facility_name"": [""카페""]}","[""parking_location_recommendation""]"
카페 옆 주차 할 곳 어디 예요,"{""facility_name"": [""카페""]}","[""parking_location_recommendation""]"
카페 근처 에 주차 하고 싶어요,"{""facility_name"": [""카페""]}","[""parking_location_recommendation""]"
레스토랑 가까운 주차장 어디 인가요,"{""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
레스토랑 근처 주차공간 추천 부탁드려요,{},"[""parking_location_recommendation""]"
레스토랑 옆 에 주차 할 곳 있나요,{},"[""parking_location_recommendation""]"
레스토랑 가까운 곳 에 주차 하고 싶어요,{},"[""parking_location_recommendation""]"
면세점 근처 주차장 어디가 편해요,"{""facility_name"": [""면세점""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
면세점 가까운 주차공간 알려주세요,"{""facility_name"": [""면세점""]}","[""parking_location_recommendation""]"
면세점 옆 주차 할 만 한 곳 은,"{""facility_name"": [""면세점""]}","[""parking_location_recommendation""]"
면세점 근처 에 주차 하려고 해 요,"{""facility_name"": [""면세점""]}","[""parking_location_recommendation""]"
편의점 가까운 주차장 추천 해주세요,"{""facility_name"": [""편의점""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
편의점 근처 주차공간 어디 예요,"{""facility_name"": [""편의점""]}","[""parking_location_recommendation""]"
편의점 옆 에 주차 할 곳 있을까요,"{""facility_name"": [""편의점""]}","[""parking_location_recommendation""]"
편의점 가까운 곳 주차 추천 부탁드려요,"{""facility_name"": [""편의점""]}","[""parking_location_recommendation""]"
푸드코트 근처 주차장 어디가 좋아요,"{""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
푸드코트 가까운 주차공간 알려주세요,{},"[""parking_location_recommendation""]"
푸드코트 옆 주차 할 곳 추천 해주세요,{},"[""parking_location_recommendation""]"
푸드코트 근처 에 주차 하고 싶어요,{},"[""parking_location_recommendation""]"
은행 가까운 주차장 어디 인가요,"{""facility_name"": [""은행""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
은행 근처 주차공간 추천 부탁드려요,"{""facility_name"": [""은행""]}","[""parking_location_recommendation""]"
은행 옆 에 주차 할 곳 있나요,"{""facility_name"": [""은행""]}","[""parking_location_recommendation""]"
은행 가까운 곳 에 주차 하려고 해 요,"{""facility_name"": [""은행""]}","[""parking_location_recommendation""]"
약국 근처 주차장 어디가 편해요,"{""facility_name"": [""약국""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
약국 가까운 주차공간 알려주세요,"{""facility_name"": [""약국""]}","[""parking_location_recommendation""]"
약국 옆 주차 할 만 한 곳 은,"{""facility_name"": [""약국""]}","[""parking_location_recommendation""]"
약국 근처 에 주차 하고 싶어요,"{""facility_name"": [""약국""]}","[""parking_location_recommendation""]"
ATM 가까운 주차장 추천 해주세요,"{""facility_name"": [""ATM""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
ATM 근처 주차공간 어디 예요,"{""facility_name"": [""ATM""]}","[""parking_location_recommendation""]"
ATM 옆 에 주차 할 곳 있을까요,"{""facility_name"": [""ATM""]}","[""parking_location_recommendation""]"
ATM 가까운 곳 주차 추천 부탁드려요,"{""facility_name"": [""ATM""]}","[""parking_location_recommendation""]"
화장실 근처 주차장 어디가 좋아요,"{""facility_name"": [""화장실""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
화장실 가까운 주차공간 알려주세요,"{""facility_name"": [""화장실""]}","[""parking_location_recommendation""]"
화장실 옆 주차 할 곳 추천 해주세요,"{""facility_name"": [""화장실""]}","[""parking_location_recommendation""]"
화장실 근처 에 주차 하고 싶어요,"{""facility_name"": [""화장실""]}","[""parking_location_recommendation""]"
수유실 가까운 주차장 어디 인가요,"{""facility_name"": [""수유실""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
수유실 근처 주차공간 추천 부탁드려요,"{""facility_name"": [""수유실""]}","[""parking_location_recommendation""]"
수유실 옆 에 주차 할 곳 있나요,"{""facility_name"": [""수유실""]}","[""parking_location_recommendation""]"
수유실 가까운 곳 에 주차 하려고 해 요,"{""facility_name"": [""수유실""]}","[""parking_location_recommendation""]"
키즈 존 근처 주차장 어디가 편해요,"{""facility_name"": [""키즈존""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
키즈 존 가까운 주차공간 알려주세요,"{""facility_name"": [""키즈존""]}","[""parking_location_recommendation""]"
키즈 존 옆 주차 할 만 한 곳 은,"{""facility_name"": [""키즈존""]}","[""parking_location_recommendation""]"
키즈 존 근처 에 주차 하고 싶어요,"{""facility_name"": [""키즈존""]}","[""parking_location_recommendation""]"
흡연실 가까운 주차장 추천 해주세요,"{""facility_name"": [""흡연실""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
흡연실 근처 주차공간 어디 예요,"{""facility_name"": [""흡연실""]}","[""parking_location_recommendation""]"
흡연실 옆 에 주차 할 곳 있을까요,"{""facility_name"": [""흡연실""]}","[""parking_location_recommendation""]"
흡연실 가까운 곳 주차 추천 부탁드려요,"{""facility_name"": [""흡연실""]}","[""parking_location_recommendation""]"
라운지 근처 주차장 어디가 좋아요,"{""facility_name"": [""라운지""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
라운지 가까운 주차공간 알려주세요,"{""facility_name"": [""라운지""]}","[""parking_location_recommendation""]"
라운지 옆 주차 할 곳 추천 해주세요,"{""facility_name"": [""라운지""]}","[""parking_location_recommendation""]"
라운지 근처 에 주차 하고 싶어요,"{""facility_name"": [""라운지""]}","[""parking_location_recommendation""]"
게이트 가까운 주차장 어디 인가요,"{""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
게이트 근처 주차공간 추천 부탁드려요,{},"[""parking_location_recommendation""]"
게이트 옆 에 주차 할 곳 있나요,{},"[""parking_location_recommendation""]"
게이트 가까운 곳 에 주차 하려고 해 요,{},"[""parking_location_recommendation""]"
환전소 근처 주차장 어디가 편해요,"{""facility_name"": [""환전소""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
환전소 가까운 주차공간 알려주세요,"{""facility_name"": [""환전소""]}","[""parking_location_recommendation""]"
환전소 옆 주차 할 만 한 곳 은,"{""facility_name"": [""환전소""]}","[""parking_location_recommendation""]"
환전소 근처 에 주차 하고 싶어요,"{""facility_name"": [""환전소""]}","[""parking_location_recommendation""]"
휴게 공간 가까운 주차장 추천 해주세요,"{""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
휴게 공간 근처 주차공간 어디 예요,{},"[""parking_location_recommendation""]"
휴게 공간 옆 에 주차 할 곳 있을까요,{},"[""parking_location_recommendation""]"
휴게 공간 가까운 곳 주차 추천 부탁드려요,{},"[""parking_location_recommendation""]"
의료 실 근처 주차장 어디가 좋아요,"{""facility_name"": [""의료""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
의료 실 가까운 주차공간 알려주세요,"{""facility_name"": [""의료""]}","[""parking_location_recommendation""]"
의료 실 옆 주차 할 곳 추천 해주세요,"{""facility_name"": [""의료""]}","[""parking_location_recommendation""]"
의료 실 근처 에 주차 하고 싶어요,"{""facility_name"": [""의료""]}","[""parking_location_recommendation""]"
카페나 레스토랑 근처 주차장 어디 예요,"{""facility_name"": [""카페""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
화장실 이랑 편의점 둘 다 가까운 주차장 은,"{""facility_name"": [""편의점"", ""화장실""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
면세점 이나 약국 가까운 주차공간 추천 해주세요,"{""facility_name"": [""약국"", ""면세점""]}","[""parking_location_recommendation""]"
ATM 하고 화장실 가까운 주차 층 어디 인가요,"{""facility_name"": [""ATM"", ""화장실""]}","[""parking_location_recommendation""]"
수유실 이나 키즈 존 옆 주차장 찾고 있어요,"{""facility_name"": [""수유실"", ""키즈존""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
흡연실 과 휴게 공간 근처 주차 할 곳 은,"{""facility_name"": [""흡연실""]}","[""parking_location_recommendation""]"
카페 와 면세점 가까운 주차공간 어디 예요,"{""facility_name"": [""면세점"", ""카페""]}","[""parking_location_recommendation""]"
레스토랑 이나 푸드코트 근처 주차장 추천 해주세요,"{""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
은행 하고 환전소 가까운 주차 할 곳 은,"{""facility_name"": [""은행"", ""환전소""]}","[""parking_location_recommendation""]"
라운지 나 의료 실 옆 주차공간 어디 인가요,"{""facility_name"": [""의료"", ""라운지""]}","[""parking_location_recommendation""]"
편의점 과 약국 둘 다 가까운 주차 층 은,"{""facility_name"": [""약국"", ""편의점""]}","[""parking_location_recommendation""]"
게이트 하고 화장실 가까운 주차장 추천 부탁드려요,"{""facility_name"": [""화장실""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
카페나 휴게 공간 근처 주차 할 곳 있나요,"{""facility_name"": [""카페""]}","[""parking_location_recommendation""]"
면세점 과 레스토랑 가까운 주차공간 은,"{""facility_name"": [""면세점""]}","[""parking_location_recommendation""]"
ATM 이나 은행 옆 주차장 어디가 좋아요,"{""facility_name"": [""은행"", ""ATM""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
수유실 하고 화장실 가까운 주차 층 알려주세요,"{""facility_name"": [""수유실"", ""화장실""]}","[""parking_location_recommendation""]"
키즈 존 과 푸드코트 근처 주차 할 곳 은,"{""facility_name"": [""키즈존""]}","[""parking_location_recommendation""]"
흡연실 이나 라운지 가까운 주차공간 어디 예요,"{""facility_name"": [""흡연실"", ""라운지""]}","[""parking_location_recommendation""]"
환전소 와 의료 실 옆 주차장 추천 해주세요,"{""facility_name"": [""환전소"", ""의료""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
게이트 나 휴게 공간 근처 주차 할 곳 있을까요,{},"[""parking_location_recommendation""]"
짐 이 많아서 카페 가까운 주차장 이 필요해요,"{""facility_name"": [""카페""], ""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
아이 와 함께라서 키즈 존 근처 주차공간 찾고 있어요,"{""facility_name"": [""키즈존""]}","[""parking_location_recommendation""]"
휠체어 이용 해서 화장실 가까운 주차 층 어디 예요,"{""facility_name"": [""화장실""]}","[""parking_location_recommendation""]"
노약 자 동반 이라 의료 실 근처 주차 할 곳 추천 해주세요,"{""facility_name"": [""의료""]}","[""parking_location_recommendation""]"
급한 일이 있어서 ATM 바로 옆 주차공간 어디 인가요,"{""facility_name"": [""ATM""], ""relative_time"": ""1일""}","[""parking_location_recommendation""]"
시간 이 없어서 게이트 최대한 가까운 주차장 은,"{""parking_lot"": ""주차장""}","[""parking_location_recommendation""]"
피곤해서 휴게 공간 옆 에 주차 하고 싶어요,{},"[""parking_location_recommendation""]"
식사 예정 이라 레스토랑 가까운 주차 층 알려주세요,{},"[""parking_location_recommendation""]"
