intent,question
flight_info,KE201편 지금 탑승 시작했나요
flight_info,RW302편 오늘 운행하나요
flight_info,제주항공 7C2204편 현황 알려주세요
flight_info,인천으로 오는 이스타항공 비행편 정보는요
flight_info,비행기 BX702편 도착 예정 시간이 어떻게 되나요
flight_info,TW203편 지금 인천에 착륙했나요
flight_info,에어부산 BX801편 출발 시간 궁금합니다
flight_info,티웨이항공 TW204편 출발 지연 여부 확인해줘
flight_info,오늘 부산으로 가는 비행기 중 연착된 것이 있나요
flight_info,KE902편 도착 예정 시각 변경됐나요
flight_info,OZ702편 오늘 비행 취소됐나요
flight_info,항공편 KE5003편 지금 어디에 있나요
flight_info,오늘 인천 출발하는 진에어 비행편 현황 좀
flight_info,제주항공 7C0102편 도착 예정 시각은요
flight_info,HL8001 항공기 현재 운항 정보는요
flight_info,인천공항에서 출발하는 LA행 비행기 스케줄 있나요
flight_info,지금부터 한 시간 이내 출발하는 모든 국제선 항공편
flight_info,오전 10시 이후 도착 예정인 국내선 비행기는요
flight_info,항공편 A351 현재 운항 상태는요
flight_info,LJ702편 지금 게이트에서 푸쉬백 했나요
flight_info,HL7201편 오늘 인천 도착 예정 시간은요
flight_info,OZ708편 착륙했는지 확인 부탁드립니다
flight_info,대한항공 KE008편 운항 정보 알려주세요
flight_info,아시아나 OZ203편 현재 지연 시간은요
flight_info,인천공항에서 제주가는 비행기 지금 출발했나요
flight_info,오늘 가장 빨리 도착하는 항공편은 무엇인가요
flight_info,GE2002편 현재 운항 상황
flight_info,비행기 CA402편 지연됐는지 알려줘
flight_info,TR102편 현재 비행 중인가요
flight_info,인천발 뉴욕행 비행기 언제 출발하나요
flight_info,오늘 밤 도착하는 국제선 비행기 목록 좀요
flight_info,HL8201 항공기 운항 스케줄
flight_info,OZ1001편 지금 인천에 내렸나요
flight_info,KE501편 오늘 운항하나요
flight_info,인천공항에서 가장 최근에 출발한 항공편은요
flight_info,현재 출발 예정인 항공편 중 가장 빠른 것은
flight_info,인천 도착편 중 지금 착륙 중인 비행기는
flight_info,비행기 OZ201편 지연 여부 알려주세요
flight_info,HL7501편 오늘 출발 예정 시간
flight_info,특정 항공편예 KE101의 운항 정보
flight_info,인천발 삿포로행 비행기 스케줄
flight_info,오늘 인천에 도착하는 항공편 중 가장 늦게 도착하는 것은
flight_info,QR002편 현재 운항 상태는요
flight_info,LH701편 지금 게이트에 있나요
flight_info,BX1002편 현재 출발 게이트는요
flight_info,오늘 오후 출발하는 국내선 비행기 목록
flight_info,HL7701 항공기 도착 시간
flight_info,OZ3001편 지금 출발했나요
flight_info,인천공항 출발편 중 지연된 항공기 조회
flight_info,TW301편 지금 착륙했는지 확인 부탁해요
flight_info,KE002편 운항 정보 궁금합니다
flight_info,CZ301편 오늘 도착하나요
flight_info,비행기 JP102편 연착 여부
flight_info,TW1001편 현재 운항 상황
flight_info,인천공항에서 지금 출발하는 항공편은요
flight_info,오늘 밤 인천에 도착하는 비행기 스케줄
flight_info,HL7801 항공기 운항 상태
flight_info,OZ4001편 지금 게이트에 도착했나요
flight_info,비행기 VN201편 출발 지연 여부
flight_info,인천발 LA행 비행기 운항 시간
flight_info,오늘 아침 도착한 국제선 비행기 목록
flight_info,HL7901 항공기 출발 시간
flight_info,KE601편 오늘 운항하나요
flight_info,인천공항 도착편 중 지연 여부 확인
flight_info,비행기 MU101편 지금 이륙했나요
flight_info,HL8002 항공기 현재 위치
flight_info,OZ5001편 도착 예정 시간 변경됐는지
flight_info,인천발 도쿄행 비행기 스케줄
flight_info,오늘 오후에 출발하는 국제선 항공편 목록
flight_info,HL8101 항공기 운항 정보
flight_info,KE701편 지금 착륙했나요
flight_info,비행기 CX201편 지연 여부
flight_info,인천공항 출발편 중 지연된 항공편 정보
flight_info,오늘 인천에 도착하는 비행기 중 가장 빠른 것은
flight_info,HL8202 항공기 도착 예정 시간
flight_info,OZ6001편 지금 출발했나요
flight_info,인천발 상하이행 비행기 스케줄
flight_info,오늘 오전 도착하는 국내선 비행기 목록
flight_info,HL8301 항공기 운항 상태
flight_info,KE801편 지금 게이트에 도착했나요
flight_info,비행기 DL301편 출발 지연 여부
flight_info,인천발 방콕행 비행기 운항 시간
flight_info,오늘 밤 출발하는 국제선 비행기 목록
flight_info,HL8401 항공기 출발 시간
flight_info,OZ7001편 오늘 운항하나요
flight_info,인천공항 도착편 중 지연된 항공편 조회
flight_info,비행기 FR401편 지금 이륙했나요
flight_info,HL8501 항공기 현재 위치
flight_info,KE901편 도착 예정 시간 변경됐는지
flight_info,인천발 런던행 비행기 스케줄
flight_info,오늘 오후에 도착하는 국제선 항공편 목록
flight_info,HL8601 항공기 운항 정보
flight_info,OZ8001편 지금 착륙했나요
flight_info,비행기 BA501편 지연 여부
flight_info,인천공항 출발편 중 지연된 항공기 정보
flight_info,오늘 인천에 도착하는 비행기 중 가장 늦은 것은
flight_info,HL8701 항공기 도착 예정 시간
flight_info,KE1001편 지금 출발했나요
flight_info,인천발 파리행 비행기 스케줄
flight_info,오늘 오전 출발하는 국내선 비행기 목록
flight_info,HL8801 항공기 운항 상태
flight_info,OZ9001편 지금 게이트에 도착했나요
flight_info,비행기 QR601편 출발 지연 여부
flight_info,인천발 싱가포르행 비행기 운항 시간
flight_info,오늘 밤 도착하는 국내선 비행기 목록
flight_info,HL8901 항공기 출발 시간
flight_info,KE1101편 오늘 운항하나요
flight_info,비행기 LH701편 지금 이륙했나요
flight_info,HL9001 항공기 현재 위치
flight_info,OZ10001편 도착 예정 시간 변경됐는지
flight_info,인천발 프랑크푸르트행 비행기 스케줄
flight_info,오늘 오후에 도착하는 국내선 항공편 목록
flight_info,HL9101 항공기 운항 정보
flight_info,KE1201편 지금 착륙했나요
flight_info,비행기 TK801편 지연 여부
flight_info,오늘 인천에 도착하는 비행기 중 가장 빠른 국제선은
flight_info,HL9201 항공기 도착 예정 시간
flight_info,OZ11001편 지금 출발했나요
flight_info,인천발 시드니행 비행기 스케줄
flight_info,오늘 오전 도착하는 국제선 비행기 목록
flight_info,HL9301 항공기 운항 상태
flight_info,KE1301편 지금 게이트에 도착했나요
flight_info,비행기 AC901편 출발 지연 여부
flight_info,인천발 밴쿠버행 비행기 운항 시간
flight_info,오늘 밤 출발하는 국내선 비행기 목록
flight_info,HL9401 항공기 출발 시간
flight_info,OZ12001편 오늘 운항하나요
flight_info,비행기 ET1001편 지금 이륙했나요
flight_info,HL9501 항공기 현재 위치
flight_info,KE1401편 도착 예정 시간 변경됐는지
flight_info,인천발 아부다비행 비행기 스케줄
flight_info,HL9601 항공기 운항 정보
flight_info,OZ13001편 지금 착륙했나요
flight_info,비행기 AY1101편 지연 여부
flight_info,오늘 인천에 도착하는 비행기 중 가장 늦은 국내선은
flight_info,HL9701 항공기 도착 예정 시간
flight_info,KE1501편 지금 출발했나요
flight_info,인천발 헬싱키행 비행기 스케줄
flight_info,오늘 오전 출발하는 국제선 비행기 목록
flight_info,HL9801 항공기 운항 상태
flight_info,OZ14001편 지금 게이트에 도착했나요
flight_info,비행기 VS1201편 출발 지연 여부
flight_info,인천발 런던 히드로행 비행기 운항 시간
flight_info,오늘 밤 도착하는 국제선 비행기 목록
flight_info,HL9901 항공기 출발 시간
flight_info,KE1601편 오늘 운항하나요
flight_info,비행기 PR1301편 지금 이륙했나요
flight_info,HL0011 항공기 현재 위치
flight_info,OZ15001편 도착 예정 시간 변경됐는지
flight_info,인천발 마닐라행 비행기 스케줄
flight_info,HL0021 항공기 운항 정보
flight_info,KE1701편 지금 착륙했나요
flight_info,오늘 인천에 도착하는 비행기 중 가장 빠른 국내선은
flight_info,HL0031 항공기 도착 예정 시간
flight_info,OZ16001편 지금 출발했나요
flight_info,인천발 후쿠오카행 비행기 스케줄
flight_info,HL0041 항공기 운항 상태
flight_info,KE1801편 지금 게이트에 도착했나요
flight_info,비행기 RU1501편 출발 지연 여부
flight_info,인천발 모스크바행 비행기 운항 시간
flight_info,HL0051 항공기 출발 시간
flight_info,OZ17001편 오늘 운항하나요
flight_info,비행기 AA1601편 지금 이륙했나요
flight_info,HL0061 항공기 현재 위치
flight_info,KE1901편 도착 예정 시간 변경됐는지
flight_info,인천발 달라스행 비행기 스케줄
flight_info,HL0071 항공기 운항 정보
flight_info,OZ18001편 지금 착륙했나요
flight_info,비행기 MH1701편 지연 여부
flight_info,HL0081 항공기 도착 예정 시간
flight_info,KE2001편 지금 출발했나요
flight_info,인천발 쿠알라룸푸르행 비행기 스케줄
flight_info,HL0091 항공기 운항 상태
flight_info,TW1001편
flight_info,TW1001
flight_info,KE2001편
flight_info,KE2001
parking_congestion_prediction,내일 공항 주차장 혼잡도는 어떨까요
parking_congestion_prediction,주말에 주차장이 많이 붐빌까요
parking_congestion_prediction,내일 오전 10시에 주차장 혼잡도는요
parking_congestion_prediction,다음 주 주차장 혼잡도 예상해주세요
parking_congestion_prediction,오후 3시에 주차장 복잡할까요
parking_congestion_prediction,이번 주 일요일 주차장 여유 있을까요
parking_congestion_prediction,저녁 7시쯤 주차장 얼마나 붐빌까요
parking_congestion_prediction,내일 제1터미널 주차장 혼잡도는요
parking_congestion_prediction,주말에 제2터미널 주차장 붐빌까요
parking_congestion_prediction,다음 주 평일에 주차장 한가할까요
parking_congestion_prediction,7월 20일 주차장 혼잡도 예측 부탁드립니다
parking_congestion_prediction,오늘 밤 주차장 자리가 있을까요
parking_congestion_prediction,내일 아침 주차장 혼잡도는요
parking_congestion_prediction,공항 주차장 혼잡도 예측해주세요
parking_congestion_prediction,다음 달 주차장 혼잡도는 어떻게 될까요
parking_congestion_prediction,이번 주 주차장 혼잡도 예상은요
parking_congestion_prediction,특정 요일 주차장 혼잡도 궁금해요
parking_congestion_prediction,주말에 장기 주차장 붐빌까요
parking_congestion_prediction,내일 단기 주차장 혼잡도는요
parking_congestion_prediction,밤늦게 주차장 여유로울까요
parking_congestion_prediction,평일 오전에 주차장 혼잡도는 어때요
parking_congestion_prediction,주차장 혼잡도 미리 알 수 있을까요
parking_congestion_prediction,내일 주차장 얼마나 붐빌지 알려주세요
parking_congestion_prediction,주말 공항 주차장 혼잡도 예상은요
parking_congestion_prediction,다음 주 주차장 상황 어떨까요
parking_congestion_prediction,몇 시쯤 주차장이 가장 붐빌까요
parking_congestion_prediction,내일 오후에 주차장 자리 있을까요
parking_congestion_prediction,오늘 밤 주차장 복잡할까요
parking_congestion_prediction,주말 제1터미널 주차장 혼잡도 예측
parking_congestion_prediction,다음 주 제2터미널 주차장 붐빌까요
parking_congestion_prediction,연휴 기간 주차장 혼잡도 예상해주세요
parking_congestion_prediction,내일 주차장 혼잡도는 어느 정도 예상하면 될까요
parking_congestion_prediction,다음 주말 주차장 붐비나요
parking_congestion_prediction,주중 주차장 혼잡도는요
parking_congestion_prediction,저녁 시간 주차장 혼잡도 예측해주세요
parking_congestion_prediction,내일 아침 주차장 자리 있을까요
parking_congestion_prediction,오늘 밤 주차장 상황 어떨까요
parking_congestion_prediction,다음 주 주차장 혼잡도 궁금해요
parking_congestion_prediction,특정 날짜 주차장 혼잡도 알려주세요
parking_congestion_prediction,주말 오후 주차장 얼마나 붐빌까요
parking_congestion_prediction,내일 주차장 혼잡할까요
parking_congestion_prediction,공항 주차장 혼잡도 예측 좀
parking_congestion_prediction,다음 주 주차장 붐빌지 안 붐빌지
parking_congestion_prediction,오전 주차장 혼잡도 예상
parking_congestion_prediction,오늘 저녁 주차장 혼잡도는요
parking_congestion_prediction,주말에 주차장 자리 여유 있을까요
parking_congestion_prediction,내일 공항 주차장 어떨 것 같아요
parking_congestion_prediction,다음 주 주차장 상황 어떨지
parking_congestion_prediction,몇 시에 주차장이 한가할까요
parking_congestion_prediction,오늘 밤 주차장 괜찮을까요
parking_congestion_prediction,내일 제1터미널 주차장 붐빌까요
parking_congestion_prediction,주말 제2터미널 주차장 혼잡도는요
parking_congestion_prediction,연휴 주차장 혼잡도 알려주세요
parking_congestion_prediction,내일 주차장 자리 있을지 궁금해요
parking_congestion_prediction,주말 주차장 얼마나 혼잡할까요
parking_congestion_prediction,평일 저녁 주차장 혼잡도 예측
parking_congestion_prediction,오늘 밤 주차장 여유 있는지요
parking_congestion_prediction,다음 주 특정 요일 주차장 혼잡도는
parking_congestion_prediction,미래 주차장 혼잡도 예상
parking_congestion_prediction,주말에 주차장 들어갈 수 있을까요
parking_congestion_prediction,내일 오전 공항 주차장 혼잡
parking_congestion_prediction,주차장 혼잡도 예측 좀 부탁해요
parking_congestion_prediction,다음 주말 주차장 어떨까요
parking_congestion_prediction,오후 주차장 혼잡도 예상
parking_congestion_prediction,오늘 밤 주차장 만차 예상되나요
parking_congestion_prediction,내일 주차장 복잡한가요
parking_congestion_prediction,공항 주차장 다음 주 혼잡도
parking_congestion_prediction,몇 시쯤 주차장이 덜 붐빌까요
parking_congestion_prediction,오늘 밤 주차장 자리 여유
parking_congestion_prediction,내일 제2터미널 주차장 자리 있을까요
parking_congestion_prediction,주말 장기 주차장 혼잡도 예측
parking_congestion_prediction,다음 주 단기 주차장 붐빌까요
parking_congestion_prediction,특정 시간 주차장 혼잡도 알려주세요
parking_congestion_prediction,내일 주차장 어떨까
parking_congestion_prediction,공항 주차장 예측 좀
parking_congestion_prediction,다음 주 주차장 상황 좀
parking_congestion_prediction,몇 시에 주차장이 가장 붐벼요
parking_congestion_prediction,오늘 밤 주차장 어때
parking_congestion_prediction,내일 제1터미널 주차장 자리 있을지
parking_congestion_prediction,주말 제2터미널 주차장 혼잡 예상
parking_congestion_prediction,연휴 주차장 혼잡도 좀요
parking_congestion_prediction,내일 주차장 여유 있을까
parking_congestion_prediction,주말 주차장 얼마나 혼잡할지
parking_congestion_prediction,평일 주차장 혼잡도
parking_congestion_prediction,오늘 밤 주차장 자리 있나
parking_congestion_prediction,다음 주 주차장 어떨 것 같아
parking_congestion_prediction,주말 공항 주차장 예측
parking_congestion_prediction,내일 오전 주차장 어때
parking_congestion_prediction,오늘 저녁 주차장 어때
parking_congestion_prediction,주말에 주차할 곳 있을까
parking_congestion_prediction,내일 공항 주차장 혼잡도 봐줘
parking_congestion_prediction,주차장 혼잡도 다음 주 예상
parking_congestion_prediction,몇 시에 주차하는 게 좋을까
parking_congestion_prediction,오늘 밤 주차장 자리 많아
parking_congestion_prediction,내일 제1터미널 주차장 어떨 것 같아
parking_congestion_prediction,주말 제2터미널 주차장 혼잡도
parking_congestion_prediction,연휴 기간 주차장 어때
parking_congestion_prediction,내일 주차장 괜찮을까
parking_congestion_prediction,주말 공항 주차장 예측 좀 해줘
parking_congestion_prediction,다음 주 주차장 혼잡도 어때
parking_congestion_prediction,내일 주차장 혼잡할 것으로 예상되나요
parking_congestion_prediction,주말에 주차장이 붐빌 가능성이 있나요
parking_congestion_prediction,몇 시쯤 주차장이 한가할까요 예측 부탁드립니다
parking_congestion_prediction,내일 오후에 주차장 자리 충분할까요
parking_congestion_prediction,오늘 저녁 공항 주차장 복잡할까요
parking_congestion_prediction,다음 주 제1터미널 주차장 혼잡도 예측
parking_congestion_prediction,주말 제2터미널 주차장 붐빌 것으로 예상되나요
parking_congestion_prediction,연휴 기간 공항 주차장 혼잡도 전망은
parking_congestion_prediction,내일 아침 주차장 혼잡할까요
parking_congestion_prediction,주말에 주차장 여유 있을까요
parking_congestion_prediction,다음 주 주차장 상황 어떨지 궁금해요
parking_congestion_prediction,특정 날짜 특정 시간 주차장 혼잡도 예상
parking_congestion_prediction,오늘 밤 주차장 들어갈 수 있을까요
parking_congestion_prediction,내일 오전 제1터미널 주차장 붐빌까
parking_congestion_prediction,주차장 혼잡도 다음 주 예측
parking_congestion_prediction,몇 시부터 주차장이 붐비기 시작할까요
parking_congestion_prediction,오늘 밤 주차장 자리 많을까요
parking_congestion_prediction,내일 제2터미널 주차장 혼잡한지
parking_congestion_prediction,주말 장기 주차장 상황 어때요
parking_congestion_prediction,다음 주 단기 주차장 예측
parking_congestion_prediction,평일 아침 주차장 혼잡도
parking_congestion_prediction,내일 주차장 혼잡도 알려줘
parking_congestion_prediction,공항 주차장 혼잡도 예측 부탁
parking_congestion_prediction,다음 주 주차장 붐빌까요
parking_congestion_prediction,몇 시가 주차하기 가장 좋은 시간인가요
parking_congestion_prediction,오늘 밤 주차장 자리 비어있을까요
parking_congestion_prediction,내일 제1터미널 주차장 어때요
parking_congestion_prediction,주말 제2터미널 주차장 괜찮을까요
parking_congestion_prediction,연휴 주차장 혼잡도는 어떻게 예측되나요
parking_congestion_prediction,내일 주차장 여유 있을지 없을지
parking_congestion_prediction,주말 주차장 얼마나 혼잡할 것으로 예상되나요
parking_congestion_prediction,평일 저녁 주차장 어때요
parking_congestion_prediction,오늘 밤 주차장 혼잡할까
parking_congestion_prediction,다음 주 주차장 혼잡도 문의
parking_congestion_prediction,특정 날짜 주차장 혼잡 예측
parking_congestion_prediction,주말 오전 주차장 혼잡도는요
parking_congestion_prediction,내일 오후 공항 주차장 혼잡도
parking_congestion_prediction,주차장 혼잡도 다음 주말
parking_congestion_prediction,오늘 밤 주차장 자리 있을까요
parking_congestion_prediction,내일 제1터미널 주차장 자리 예상
parking_congestion_prediction,연휴 기간 주차장 혼잡도
parking_congestion_prediction,내일 주차장 예상 혼잡도
parking_congestion_prediction,주말 공항 주차장 예측 부탁드립니다
parking_congestion_prediction,다음 주 주차장 상황 예측
parking_congestion_prediction,오전 7시 주차장 혼잡도 예상
parking_congestion_prediction,오늘 자정 주차장 혼잡도
parking_congestion_prediction,내일 단기 주차장 붐빌까요
parking_congestion_prediction,주말 장기 주차장 혼잡도
parking_congestion_prediction,평일 오후 주차장 혼잡도 예측
parking_congestion_prediction,오늘 밤 주차장 여유 있나요
parking_congestion_prediction,다음 주 특정 시간 주차장 혼잡도
parking_congestion_prediction,미래 주차장 혼잡도 정보
parking_congestion_prediction,주말에 주차하기 괜찮을까요
parking_congestion_prediction,내일 오전 주차장 혼잡도 정보
parking_congestion_prediction,주차장 혼잡도 예측 서비스
parking_congestion_prediction,다음 주말 주차장 혼잡 예상
parking_congestion_prediction,오후 5시 주차장 혼잡도 예측
parking_congestion_prediction,오늘 밤 주차장 만차 예상
parking_congestion_prediction,내일 제1터미널 주차장 얼마나 붐빌까요
parking_congestion_prediction,주말 제2터미널 주차장 자리 있을까요
parking_congestion_prediction,연휴 주차장 예측
parking_congestion_prediction,내일 주차장 혼잡할까
parking_congestion_prediction,주말 공항 주차장 얼마나 복잡할지
parking_congestion_prediction,다음 주 주차장 상황은 어떨지
parking_congestion_prediction,몇 시부터 주차장 혼잡이 시작되나요
parking_congestion_prediction,오늘 밤 주차장 자리 찾기 힘들까요
parking_congestion_prediction,내일 제1터미널 주차장 여유 있는지
parking_congestion_prediction,주말 제2터미널 주차장 혼잡도 문의
parking_congestion_prediction,특정일 주차장 혼잡도 예측 좀
parking_congestion_prediction,내일 주차장 혼잡도 알려줄 수 있나요
parking_congestion_prediction,공항 주차장 예측 정보
parking_congestion_prediction,다음 주 주차장 혼잡 예상
parking_congestion_prediction,몇 시가 주차하기 가장 나을까요
parking_congestion_prediction,오늘 밤 주차장 붐빌 것 같나요
parking_congestion_prediction,내일 제2터미널 주차장 혼잡도 확인
parking_congestion_prediction,주말 장기 주차장 붐빌 것으로 예상되나요
parking_congestion_prediction,다음 주 단기 주차장 혼잡도 예측
parking_congestion_prediction,평일 밤 주차장 혼잡도
parking_congestion_prediction,오늘 밤 주차장 여유가 있을까요
parking_congestion_prediction,다음 주 주차장 혼잡도 전망
parking_congestion_prediction,특정 시간 주차장 혼잡도 예측해줘
parking_congestion_prediction,주말 공항 주차장 여유
parking_congestion_prediction,내일 아침 주차장 자리 여부
parking_congestion_prediction,주차장 혼잡도 예측 문의
parking_congestion_prediction,다음 주말 주차장 어때요
parking_congestion_prediction,오후 6시 주차장 혼잡 예상
parking_congestion_prediction,오늘 밤 주차장 만차될까요
parking_congestion_prediction,내일 제1터미널 주차장 붐빌지
parking_congestion_prediction,주말 제2터미널 주차장 괜찮을지
parking_congestion_prediction,연휴 기간 주차장 혼잡
parking_congestion_prediction,내일 주차장 혼잡도 어때
parking_congestion_prediction,주말 공항 주차장 얼마나 붐빌까
parking_congestion_prediction,다음 주 주차장 상황 어떨 것 같니
parking_congestion_prediction,몇 시쯤 주차장이 가장 한가할까
parking_congestion_prediction,오늘 밤 주차장 자리 있을까
parking_congestion_prediction,내일 제1터미널 주차장 혼잡도 예상
parking_congestion_prediction,주말 제2터미널 주차장 혼잡도 봐줘
parking_congestion_prediction,특정 날짜 주차장 혼잡도 예상 알려줘
parking_congestion_prediction,다음 주 금요일 오후 6시쯤 제1터미널 단기 주차장이 얼마나 혼잡할지 예측해주실 수 있을까요 퇴근 시간이라 걱정되어서요
parking_congestion_prediction,이번 추석 연휴 기간에 제2터미널 장기 주차장 P3는 얼마나 붐빌 것으로 예상되나요 미리 주차 계획을 세우고 싶습니다
parking_congestion_prediction,내일 아침 7시쯤 제1터미널 주차타워 동편에 주차하려고 하는데 그 시간에 혼잡도가 높을까요 아니면 여유가 있을까요
parking_congestion_prediction,이번 주말에 제2터미널 단기 주차장 지상 1층에 주차할 예정인데 토요일 오후 2시쯤 주차하기 많이 어려울까요 혼잡도 예측 좀 부탁드립니다
parking_congestion_prediction,다음 달 초 평일 오전에 제1터미널 장기 주차 P4에 주차할 계획인데 그 시점의 주차장 혼잡도가 어느 정도 될지 예측 가능할까요
parking_congestion_prediction,오늘 밤 11시 이후에 제2터미널 단기 주차장 지하 2층에 주차하려고 하는데 그 시간대에도 주차 공간이 부족할 정도로 혼잡할까요
parking_congestion_prediction,설 연휴 마지막 날에 제1터미널 장기 주차장 P1은 얼마나 혼잡할 것으로 예상되나요 특히 오후 시간대 혼잡도가 궁금합니다
parking_congestion_prediction,다음 주 수요일 점심시간 12시1시에 제2터미널 주차타워 서편이 많이 붐빌까요 주차할 곳 찾기 힘들까봐 염려됩니다
parking_congestion_prediction,내일 오후 늦게 4시5시 제1터미널 단기 주차장 지하 1층에 주차할 예정인데 퇴근 시간과 겹쳐서 많이 혼잡할지 예측해주실 수 있나요
parking_congestion_prediction,이번 여름 휴가 시즌에 제2터미널 장기 주차 P2가 평소보다 얼마나 더 혼잡할 것으로 예상되나요 특정 날짜의 혼잡도도 알려주시면 좋습니다
parking_congestion_prediction,이번 주말에 제1터미널 장기 주차장 P1에 주차할 건데 혹시 그때쯤 주차 공간이 많이 혼잡할지 미리 예측해주실 수 있을까요 연휴 직전이라 미리 알고 싶네요
parking_congestion_prediction,이번 연휴 때 제1터미널 장기 주차장 P3에 주차하려고 하는데 평소보다 얼마나 더 붐빌지 아니면 아예 만차라서 주차하기가 엄청 어려울 수도 있을까요 여행 계획 때문에요
parking_congestion_prediction,야 제2터미널 단기 주차장 지하 2층에 주차할 생각인데 지금으로부터 한 시간 뒤쯤 그쪽 주차장이 얼마나 꽉 차 있을지 예측해 줘 주차할 수 있겠니
parking_congestion_prediction,내일 오후 늦게 제1터미널 장기 주차 P2 서편에 주차할 건데 그 시간에 혼잡도가 높아져서 주차하기 많이 어려워질까요 미리 대비하고 싶어서요
parking_congestion_prediction,내일 아침 일찍 제2터미널 장기 주차장 P1에 주차하려고 하는데 이른 아침에도 주차장 동편이랑 서편 중 더 여유로운 곳이 있을지 예측해 주세요
parking_congestion_prediction,다음 주 화요일 점심시간에 제2터미널 단기 주차장 지하 2층에 주차할 예정인데 그 시간에 주차할 자리가 넉넉할지 예측 부탁드립니다
parking_congestion_prediction,제가 제1터미널 단기 주차장 지하 1층을 이용하고 싶은데요 지금으로부터 한 시간 뒤쯤 그 구역에 주차 가능한 공간이 몇 개나 남아있을지 예측해 줄 수 있을까요
parking_congestion_prediction,다음 주 목요일 오전에 제2터미널 장기 주차 P4에 주차할 건데 그 시간에는 주차장이 텅 비어있을 정도로 여유로울까 주차하기 편했으면 좋겠어
parking_congestion_prediction,내일 아침 일찍 제2터미널 장기 주차장 P1에 주차할 건데 주차할 곳이 바로 보일 정도로 여유로울지 예측해주세요 짐이 많아서 빨리 주차하고 싶어요
parking_congestion_prediction,내일 오후 늦게 제1터미널 장기 주차 P2 서편에 주차할 예정인데 그 시간에 혼잡도가 높아져서 주차하기 많이 어려워질까요 다른 대안을 찾아야 할지 고민되네요
parking_congestion_prediction,제가 제1터미널 단기 주차장 지상 1층에 주차를 해야 하는데 혹시 지금으로부터 10분 뒤쯤 주차장이 만차 직전이라서 아예 못 들어가는 건 아니겠죠 예측 좀 해주세요
parking_congestion_prediction,이번 주말 제1터미널 단기 주차장 지하 1층이 꽤 붐빌 것 같은데 혹시 주차장 진입 대기 시간이 길어질지 예측해 주세요 시간을 아끼고 싶어서요
parking_congestion_prediction,지금으로부터 한 시간 뒤쯤 제1터미널 주차타워 서편이 붐빌까요 주차하기 어렵지 않을까요 늦으면 비행기를 놓칠 수도 있어서요
parking_congestion_prediction,다음 주 화요일 점심시간에 제2터미널 단기 주차장 지하 2층에 주차할 예정인데 그 시간에 주차할 자리가 충분할지 예측 부탁드립니다 식사 약속이 있어서요
parking_congestion_prediction,제2터미널 단기 주차장 지상 1층에 주차하려고 하는데 지금으로부터 20분 뒤쯤 주차장이 매우 혼잡해서 대기해야 할 정도인지 예측 가능할까요
parking_congestion_prediction,지금으로부터 10분 뒤쯤 제1터미널 주차타워 동편 주차 상황은 어떤가요 주차할 공간을 바로 찾을 수 있을까요 급한 일정이 있어서요
parking_congestion_prediction,야 제2터미널 단기 주차장 지하 2층에 주차할 건데 지금으로부터 1시간 반 뒤쯤 그쪽 주차장이 얼마나 꽉 차 있을지 실시간으로 예측해 줘 거의 만차면 다른 곳으로 가야 해서
parking_congestion_prediction,지금으로부터 20분 뒤쯤 제1터미널 주차타워 서편이 붐비나요 주차하기 어렵지 않을까요 늦으면 비행기를 놓칠 수도 있어서요
parking_congestion_prediction,안녕하세요 이번 주말에 제1터미널 장기 주차장 P1에 주차할 예정인데 혹시 그때쯤 주차 공간이 너무 혼잡해서 진입 자체가 힘들진 않을지 미리 예측해주실 수 있을까요 연휴 직전이라 걱정이 많네요
parking_congestion_prediction,야 내일 아침 8시쯤 제2터미널 단기 주차장 지하 1층에 주차하려고 하는데 그때 주차장 얼마나 붐빌까 주차 자리 바로 찾을 수 있을까
parking_congestion_prediction,어르신들 모시고 공항 가는데 제1터미널 단기 주차장 지상 1층에 내일 오후쯤 되면 주차할 자리가 여유로울지 아니면 많이 혼잡해서 대기해야 할지 예측 좀 해주세요
parking_congestion_prediction,다음 주 화요일 오후에 제2터미널 주차타워 서편에 주차할 건데요 업무상 방문이라 주차가 중요하거든요 그 시간대에 주차장이 많이 붐빌지 미리 파악 가능할까요 혼잡도가 심하면 다른 곳을 알아봐야 해서요
parking_congestion_prediction,이번 연휴 때 제1터미널 장기 주차장 P3에 주차하려고 하는데 평소보다 얼마나 더 붐빌지 아니면 아예 만차라서 주차 자체가 불가능할 수도 있을까요 여행 계획을 수정해야 할지 고민됩니다
parking_congestion_prediction,여기요 지금으로부터 한 시간 뒤쯤 제2터미널 단기 주차장 지하 2층에 주차하려고 하는데 그때쯤 주차 가능한 공간이 남아있을지 미리 예측해줄 수 있어요 앱 정보가 최신이 아닌 것 같아서요
parking_congestion_prediction,내일 아침 비행기 타러 가야 하는데 제1터미널 장기 주차 P2에 주차할 예정이거든 이른 시간에도 주차장 동편이나 서편 중 유독 혼잡해서 주차 대기해야 하는 곳이 있을지 예상해 줄래
parking_congestion_prediction,아 제가 제1터미널 단기 주차장 지상 1층에 주차를 해야 하는데 혹시 지금으로부터 30분 뒤쯤 주차장이 만차 직전이라 진입 자체가 안 되는 건 아니겠죠 제발 빨리 예측해주세요
